city,name,specialization,qualification,experience,satisfaction_rate,reviews,areas_of_interest,consultation_type,hospital_name,hospital_address,hospital_city,complete address,availability_schedule,fee,profile_url,image_url,raw_source_url
Faisalabad,Asst. Prof. Dr. Imran Qadir,"Urologist, Sexologist, Andrologist, Pediatric Urologist","MBBS, MD, FCPS",15 Yrs,95%,594,"Kidney Stones, Male Sexual Health, Circumcision, Peadriatrics, Male/Female Infertility",Hospital,Qadir Medical Complex,people colony no 2,Faisalabad,"Qadir Medical Complex, people colony no 2, Faisalabad",Mon: 04:30 PM - 07:30 PM; Tue: 04:30 PM - 07:30 PM; Wed: 04:30 PM - 07:30 PM; Thu: 04:30 PM - 07:30 PM; Sat: 04:30 PM - 07:30 PM,1500,https://www.marham.pk/online-consultation/urologist/faisalabad/asst-prof-dr-imran-qadir-4222,https://staticconnect.marham.pk/assets/doctors/4222/dr-imran-qadir-urologist-faisalabad-67_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Sahiwal,Dr. Rameez Chaudhary,"Urologist, Andrologist, Pediatric Urologist","MBBS, MS Urology",9 Yrs,98%,38,"Prostate Diseases, Stone Diseases, Infertility, Paediatric Urology",Video Consultation,Video Consultation,Garden Town,Sahiwal,Video Consultation,"Mon: 09:00 AM - 12:00 PM, 08:00 PM - 10:00 PM; Tue: 09:00 AM - 12:00 PM, 08:00 PM - 10:00 PM; Wed: 09:00 AM - 12:00 PM, 08:00 PM - 10:00 PM; Thu: 09:00 AM - 12:00 PM, 08:00 PM - 10:00 PM; Fri: 09:00 AM - 12:00 PM, 08:00 PM - 10:00 PM; Sat: 09:00 AM - 12:00 PM, 08:00 PM - 10:00 PM; Sun: 09:00 AM - 12:00 PM, 08:00 PM - 10:00 PM","3,000",https://www.marham.pk/online-consultation/urologist/sahiwal/dr-rameez-chaudhary-42697,https://staticconnect.marham.pk/assets/doctors/42697/dr-rameez-chaudhary-urologist-lahore-66_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Sahiwal,Dr. Rameez Chaudhary,"Urologist, Andrologist, Pediatric Urologist","MBBS, MS Urology",9 Yrs,98%,38,"Prostate Diseases, Stone Diseases, Infertility, Paediatric Urology",Hospital,Sahiwal International Hospital,Near General Bus Stand,Sahiwal,"Sahiwal International Hospital, Near General Bus Stand, Sahiwal",Sun: 04:00 PM - 07:00 PM,1500,https://www.marham.pk/online-consultation/urologist/sahiwal/dr-rameez-chaudhary-42697,https://staticconnect.marham.pk/assets/doctors/42697/dr-rameez-chaudhary-urologist-lahore-66_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Sahiwal,Dr. Rameez Chaudhary,"Urologist, Andrologist, Pediatric Urologist","MBBS, MS Urology",9 Yrs,98%,38,"Prostate Diseases, Stone Diseases, Infertility, Paediatric Urology",Hospital,Mission Hospital,Sahiwal,Sahiwal,"Mission Hospital, Sahiwal, Sahiwal",Mon: 04:00 PM - 07:00 PM; Tue: 04:00 PM - 07:00 PM; Wed: 04:00 PM - 07:00 PM; Thu: 04:00 PM - 07:00 PM; Fri: 04:00 PM - 07:00 PM; Sat: 04:00 PM - 07:00 PM,1500,https://www.marham.pk/online-consultation/urologist/sahiwal/dr-rameez-chaudhary-42697,https://staticconnect.marham.pk/assets/doctors/42697/dr-rameez-chaudhary-urologist-lahore-66_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Multan,Dr. Ahmed Salman,Pediatric Urologist,"MBBS, MCPS Surgery, FCPS Urology, Fellowship In Urology, Fellowship In Paediatric Urology",21 Yrs,100%,6,"Laparoscopic Urology, Stone Surgery, Endourology, Reconstructive Urology",Video Consultation,Video Consultation,Garden Town,Multan,Video Consultation,Fri: 07:00 PM - 09:00 PM; Sat: 07:00 PM - 09:00 PM; Sun: 07:00 PM - 09:00 PM,"2,000",https://www.marham.pk/doctors/multan/pediatric-urologist/dr-ahmed-salman,https://staticconnect.marham.pk/assets/doctors/42466/ahmed-salman-pediatric-urologist-multan-45_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Multan,Dr. Ahmed Salman,Pediatric Urologist,"MBBS, MCPS Surgery, FCPS Urology, Fellowship In Urology, Fellowship In Paediatric Urology",21 Yrs,100%,6,"Laparoscopic Urology, Stone Surgery, Endourology, Reconstructive Urology",Hospital,South Punjab Hospital,Suraj Miani Road,Multan,"South Punjab Hospital, Suraj Miani Road, Multan",Mon: 05:30 PM - 08:00 PM; Tue: 05:30 PM - 08:00 PM; Wed: 05:30 PM - 08:00 PM; Thu: 05:30 PM - 08:00 PM; Fri: 05:30 PM - 08:00 PM,3500,https://www.marham.pk/doctors/multan/pediatric-urologist/dr-ahmed-salman,https://staticconnect.marham.pk/assets/doctors/42466/ahmed-salman-pediatric-urologist-multan-45_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Islamabad,Dr. Nabeel Ismail,Pediatric Urologist,"MBBS, FCPS (Pediatric Urology), MD, Fellow Pediatric Urology (USA)",7 Yrs,98%,60,,Video Consultation,Video Consultation,Garden Town,Islamabad,Video Consultation,Mon: 09:00 AM - 11:00 AM; Tue: 09:00 AM - 11:00 AM; Wed: 09:00 AM - 11:00 AM; Thu: 09:00 AM - 11:00 AM; Sat: 09:00 AM - 11:00 AM,"2,000",https://www.marham.pk/online-consultation/pediatric-urologist/islamabad/dr-nabeel-ismail-19444,https://staticconnect.marham.pk/assets/doctors/19444/dr-nabeel-ismail-pediatric-urologist-lahore-56_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Islamabad,Dr. Nabeel Ismail,Pediatric Urologist,"MBBS, FCPS (Pediatric Urology), MD, Fellow Pediatric Urology (USA)",7 Yrs,98%,60,,Hospital,PAF Hospital Islamabad Unit 2,"Main Margalla Rd, E-9/1",Islamabad,"PAF Hospital Islamabad Unit 2, Main Margalla Rd, E-9/1, Islamabad",Mon: 02:00 PM - 04:00 PM; Wed: 02:00 PM - 04:00 PM; Fri: 02:00 PM - 04:00 PM,3000,https://www.marham.pk/online-consultation/pediatric-urologist/islamabad/dr-nabeel-ismail-19444,https://staticconnect.marham.pk/assets/doctors/19444/dr-nabeel-ismail-pediatric-urologist-lahore-56_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Rawalpindi,Dr. Nabeel Ismail,Pediatric Urologist,"MBBS, FCPS (Pediatric Urology), MD, Fellow Pediatric Urology (USA)",7 Yrs,98%,60,,Hospital,Safari Hospital,Safari Villas,Rawalpindi,"Safari Hospital, Safari Villas, Rawalpindi",Mon: 09:00 AM - 01:00 PM; Tue: 09:00 AM - 01:00 PM; Wed: 09:00 AM - 01:00 PM; Thu: 09:00 AM - 01:00 PM; Fri: 09:00 AM - 01:00 PM,2000,https://www.marham.pk/online-consultation/pediatric-urologist/islamabad/dr-nabeel-ismail-19444,https://staticconnect.marham.pk/assets/doctors/19444/dr-nabeel-ismail-pediatric-urologist-lahore-56_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Multan,Dr. Ibrar Ahmad,"Pediatric Urologist, Endourologist","MBBS , FCPS (Urology)",13 Yrs,97%,33,,Video Consultation,Video Consultation,Garden Town,Multan,Video Consultation,Mon: 06:00 PM - 10:30 PM; Tue: 06:00 PM - 10:30 PM; Wed: 06:00 PM - 10:30 PM; Thu: 06:00 PM - 10:30 PM; Fri: 06:00 PM - 10:30 PM; Sat: 06:00 PM - 10:30 PM; Sun: 06:00 PM - 10:30 PM,"1,000",https://www.marham.pk/online-consultation/pediatric-urologist/multan/dr-ibrar-ahmad-21979,https://staticconnect.marham.pk/assets/doctors/21979/ibrar-ahmad-pediatric-urologist-multan-48_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Multan,Dr. Ibrar Ahmad,"Pediatric Urologist, Endourologist","MBBS , FCPS (Urology)",13 Yrs,97%,33,,Hospital,Bakhtawar  Amin Hospital,Northern Bypass Road,Multan,"Bakhtawar Amin Hospital, Northern Bypass Road, Multan",Mon: 05:00 PM - 08:00 PM; Tue: 05:00 PM - 08:00 PM; Wed: 05:00 PM - 08:00 PM; Thu: 05:00 PM - 08:00 PM; Fri: 05:00 PM - 08:00 PM; Sat: 05:00 PM - 08:00 PM,1500,https://www.marham.pk/online-consultation/pediatric-urologist/multan/dr-ibrar-ahmad-21979,https://staticconnect.marham.pk/assets/doctors/21979/ibrar-ahmad-pediatric-urologist-multan-48_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Multan,Dr. Ibrar Ahmad,"Pediatric Urologist, Endourologist","MBBS , FCPS (Urology)",13 Yrs,97%,33,,Hospital,Mukhtar A Sheikh Memorial Welfare Hospital,Khanewal Road,Multan,"Mukhtar A Sheikh Memorial Welfare Hospital, Khanewal Road, Multan",Wed: 03:00 PM - 05:00 PM; Fri: 03:00 PM - 05:00 PM; Sat: 03:00 PM - 05:00 PM,2000,https://www.marham.pk/online-consultation/pediatric-urologist/multan/dr-ibrar-ahmad-21979,https://staticconnect.marham.pk/assets/doctors/21979/ibrar-ahmad-pediatric-urologist-multan-48_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Karachi,Dr. Shariq Anis Khan,"Pediatric Urologist, Andrologist, Sexologist","MBBS, FCPS",8 Yrs,100%,20,,Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,,"1,500",https://www.marham.pk/online-consultation/pediatric-urologist/karachi/dr-shariq-anis-khan-8845,https://staticconnect.marham.pk/assets/doctors/8845/dr-shariq-anis-khan-urologist-karachi-91_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Karachi,Dr. M Murtaza,"Urologist, Sexologist, Laparoscopic Surgeon, Andrologist, Pediatric Urologist","MBBS , FCPS (Urology) , Post. Fellowship ( Pediatric Urology)",10 Yrs,100%,6,"Stone Diseases, Kidney Stones, External Lithotripsy",Hospital,Western Clinic,DHA Phase 8,Karachi,"Western Clinic, DHA Phase 8, Karachi",Thu: 08:00 PM - 09:00 PM; Sun: 08:00 PM - 09:00 PM,2500,https://www.marham.pk/doctors/karachi/urologist/dr-m-murtaza,https://staticconnect.marham.pk/assets/doctors/14295/dr-m-murtaza-urologist-karachi-89_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Lahore,Dr. Kifayat Tariq,Pediatric Urologist,"MBBS, FCPS Urology",7 Yrs,,,,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 05:00 PM - 07:00 PM; Wed: 05:00 PM - 07:00 PM; Fri: 05:00 PM - 07:00 PM,"1,500",https://www.marham.pk/doctors/peshawar/pediatric-urologist/dr-kifayat-tariq,https://staticconnect.marham.pk/assets/doctors/67961/dr-kifayat-tariq-pediatric-urologist-peshawar-64_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Peshawar,Dr. Kifayat Tariq,Pediatric Urologist,"MBBS, FCPS Urology",7 Yrs,,,,Hospital,Pak Medical Center,Khyber Pakhtunkhwa,Peshawar,"Pak Medical Center, Khyber Pakhtunkhwa, Peshawar",Mon: 04:00 PM - 08:00 PM; Tue: 04:00 PM - 08:00 PM; Wed: 04:00 PM - 08:00 PM; Thu: 04:00 PM - 08:00 PM; Fri: 04:00 PM - 08:00 PM,1000,https://www.marham.pk/doctors/peshawar/pediatric-urologist/dr-kifayat-tariq,https://staticconnect.marham.pk/assets/doctors/67961/dr-kifayat-tariq-pediatric-urologist-peshawar-64_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Karachi,Dr. Zehra Kazmi,Pediatric Urologist,"MBBS, FCPS Urology",5 Yrs,,,"Pelviureteric Junction Obstruction, Kidney & Ureteric Stones, Bladder Stones, Hypospadias",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 06:00 PM - 10:11 PM; Fri: 06:00 PM - 10:11 PM; Sat: 06:00 PM - 10:11 PM; Sun: 06:00 PM - 10:11 PM,"1,000",https://www.marham.pk/doctors/karachi/pediatric-urologist/dr-zehra-kazmi,https://staticconnect.marham.pk/assets/doctors/68030/dr-zehra-kazmi-pediatric-urologist-karachi-64_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Karachi,Dr. Zehra Kazmi,Pediatric Urologist,"MBBS, FCPS Urology",5 Yrs,,,"Pelviureteric Junction Obstruction, Kidney & Ureteric Stones, Bladder Stones, Hypospadias",Hospital,RIMS Trauma Hospital,Block 6 PECHS,Karachi,"RIMS Trauma Hospital, Block 6 PECHS, Karachi",Wed: 03:00 PM - 05:00 PM; Sat: 10:00 AM - 12:00 PM,2500,https://www.marham.pk/doctors/karachi/pediatric-urologist/dr-zehra-kazmi,https://staticconnect.marham.pk/assets/doctors/68030/dr-zehra-kazmi-pediatric-urologist-karachi-64_80X80.webp,https://www.marham.pk/doctors/pediatric-urologist
Islamabad,Dr. Umar Saeed,"Infectious Diseases, Liver Specialist, Allergy Specialist, Family Medicine, Vaccine Specialist","Post-Doc (S.Kor), PhD (S.Kor), FCR (Harvard USA), FPH (Royls Coll Phy UK), CIEH (UK), IDSR (WHO), DPH (PSEC), CPHE (ICMSR), IPC (WHO), CCRC (USA) GHC (WHO), IPPCR (USA), CGCP (NIDA USA), JRA-OT (WHO), PMP (USA), ICG (WHO), LMO (S.Kor), IMS (WHO), CCTM (USA), TOPIK (S.Kor), PSEA (WHO), STI (PK), PISA (WHO), DRM (WHO), RWE (KARA S.Kor), NSER (KFNSER S.Kor), AMR-NAP (WHO), CMR-IPV (WHO), ACRP-Cert (USA) MS&BS (NUST PK), Member ACRP (USA), Member AGA (USA), Member CDA (USA), Member IHME (USA), Mem",11 Yrs,98%,621,"Hepatologist, Counseling, Nutritionist/Dietitian, COVID-19",Video Consultation,Video Consultation,Garden Town,Islamabad,Video Consultation,Mon: 09:00 AM - 11:59 PM; Tue: 09:00 AM - 11:59 PM; Wed: 09:00 AM - 11:59 PM; Thu: 09:00 AM - 11:59 PM; Fri: 09:00 AM - 11:59 PM; Sat: 09:00 AM - 11:59 PM; Sun: 09:00 AM - 11:59 PM,"1,200",https://www.marham.pk/online-consultation/infectious-diseases/islamabad/dr-umar-saeed-21963,https://staticconnect.marham.pk/assets/doctors/21963/dr-umar-saeed-infectious-diseases-islamabad-10_80X80.webp,https://www.marham.pk/doctors/vaccine-specialist
Multan,Dr. Hamayun Ikram,"Immunologist, Pulmonologist / Lung Specialist, Allergy Specialist, Vaccine Specialist","MBBS, PHD in Asthma & Allergy (Immunology) , FCPS , M.PHIL",17 Yrs,94%,234,,Video Consultation,Video Consultation,Garden Town,Multan,Video Consultation,Mon: 03:00 PM - 06:00 PM; Tue: 03:00 PM - 06:00 PM; Wed: 03:00 PM - 06:00 PM; Thu: 03:00 PM - 06:00 PM; Fri: 03:00 PM - 06:00 PM; Sat: 03:00 PM - 06:00 PM,"3,000",https://www.marham.pk/online-consultation/immunologist/multan/dr-hamayun-ikram-10046,https://staticconnect.marham.pk/assets/doctors/10046/dr-hamayun-ikram-allergy-specialist-multan-87_80X80.webp,https://www.marham.pk/doctors/vaccine-specialist
Lahore,Prof. Dr. Saleha Naushahi Testing,Vaccine Specialist,MBBS,10 Yrs,,,,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 12:00 PM - 06:00 PM; Fri: 12:00 PM - 06:00 PM,"2,000",https://www.marham.pk/doctors/lahore/vaccine-specialist/prof-dr-saleha-naushahi-testing,https://staticconnect.marham.pk/assets/doctors/16239/dr-saleha-naushahi-vaccine-specialist-lahore-96_80X80.webp,https://www.marham.pk/doctors/vaccine-specialist
Lahore,Prof. Dr. Saleha Naushahi Testing,Vaccine Specialist,MBBS,10 Yrs,,,,Hospital,Defense Clinic,DHA Defence,Lahore,"Defense Clinic, DHA Defence, Lahore",Mon: 12:00 PM - 06:00 PM; Fri: 12:00 PM - 06:00 PM,1500,https://www.marham.pk/doctors/lahore/vaccine-specialist/prof-dr-saleha-naushahi-testing,https://staticconnect.marham.pk/assets/doctors/16239/dr-saleha-naushahi-vaccine-specialist-lahore-96_80X80.webp,https://www.marham.pk/doctors/vaccine-specialist
Lahore,Prof. Dr. Saleha Naushahi Testing,Vaccine Specialist,MBBS,10 Yrs,,,,Hospital,Chicago Clinics Limited,Civil Lines,Lahore,"Chicago Clinics Limited, Civil Lines, Lahore",Mon: 12:00 PM - 06:00 PM; Fri: 12:00 PM - 06:00 PM,1500,https://www.marham.pk/doctors/lahore/vaccine-specialist/prof-dr-saleha-naushahi-testing,https://staticconnect.marham.pk/assets/doctors/16239/dr-saleha-naushahi-vaccine-specialist-lahore-96_80X80.webp,https://www.marham.pk/doctors/vaccine-specialist
Karachi,Dr. Abdul Ahad,"General Physician, Emergency Medicine Specialist","MBBS, MRCEM",28 Yrs,100%,9,"Gastroenterology, Infectious Diseases",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 07:19 AM - 11:19 PM; Tue: 07:19 AM - 11:19 PM; Wed: 07:19 AM - 11:19 PM; Thu: 07:19 AM - 11:19 PM; Fri: 07:19 AM - 11:19 PM; Sat: 07:19 AM - 11:19 PM; Sun: 07:19 AM - 11:19 PM,"1,000",https://www.marham.pk/online-consultation/general-physician/karachi/dr-abdul-ahad-67952,https://staticconnect.marham.pk/assets/doctors/67952/abdul-ahad-general-physician-lahore-15_80X80.webp,https://www.marham.pk/doctors/emergency-medicine-specialist
Peshawar,Dr. Nauman Ali,Emergency Medicine Specialist,"MBBS, MRCP (UK), Specialty Certified in Acute Medicine, MRCEM SBA, EDICM",9 Yrs,,,"Emergency Medicine, Heart Burn, Headache, Chest Pain",Video Consultation,Video Consultation,Garden Town,Peshawar,Video Consultation,Mon: 08:00 AM - 10:00 PM; Tue: 08:00 AM - 10:00 PM; Wed: 08:00 AM - 10:00 PM; Thu: 08:00 AM - 10:00 PM; Fri: 08:00 AM - 10:00 PM; Sat: 08:00 AM - 10:00 PM; Sun: 08:00 AM - 10:00 PM,"1,000",https://www.marham.pk/online-consultation/emergency-medicine-specialist/peshawar/dr-nauman-ali-60859,https://staticconnect.marham.pk/assets/doctors/60859/nauman-ali-emergency-medicine-specialist-lahore-32_80X80.webp,https://www.marham.pk/doctors/emergency-medicine-specialist
Karachi,Dr. Noman Ejaz,"Emergency Medicine Specialist, General Physician, Emergency Medicine Specialist","MBBS, FCPS-1 Surgery, Emergency Medical Specialist",4 Yrs,,,"Emergency Physician, General Physician, Family Physician",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 09:00 AM - 09:00 PM; Tue: 09:00 AM - 09:00 PM; Wed: 09:00 AM - 09:00 PM; Thu: 09:00 AM - 09:00 PM; Fri: 09:00 AM - 09:00 PM; Sat: 09:00 AM - 09:00 PM; Sun: 09:00 AM - 09:00 PM,"1,000",https://www.marham.pk/online-consultation/emergency-medicine-specialist/karachi/dr-noman-ejaz-21375,https://staticconnect.marham.pk/assets/doctors/21375/dr-noman-ejaz-pediatrician-karachi-88_80X80.webp,https://www.marham.pk/doctors/emergency-medicine-specialist
Okara,Dr. Furqan Mushtaq,Emergency Medicine Specialist,MBBS,6 Yrs,,1,"Recognition And Management Of Emergency Illnesses, Blood Pressure Related Problem, Management Of Patients With High BP, High Sugar, Fever, Dengue Fever, Pneumonia And Breathing Issues, Make An Immediate Medical Decision",Video Consultation,Video Consultation,Garden Town,Okara,Video Consultation,Mon: 08:00 PM - 11:55 PM; Tue: 08:00 PM - 11:55 PM; Wed: 08:00 PM - 11:55 PM; Thu: 08:00 PM - 11:55 PM; Fri: 08:00 PM - 11:55 PM; Sat: 08:00 PM - 11:55 PM; Sun: 08:00 PM - 11:55 PM,"1,000",https://www.marham.pk/online-consultation/emergency-medicine-specialist/okara/dr-furqan-mushtaq-64315,https://staticconnect.marham.pk/assets/doctors/64315/furqan-mushtaq-emergency-medicine-specialist-okara-91_80X80.webp,https://www.marham.pk/doctors/emergency-medicine-specialist
Gujranwala,Dr. Waqas Maan,Emergency Medicine Specialist,MBBS,4 Yrs,,,,Video Consultation,Video Consultation,Garden Town,Gujranwala,Video Consultation,Mon: 12:00 PM - 11:00 PM; Tue: 12:00 PM - 11:00 PM; Wed: 12:00 PM - 11:00 PM; Thu: 12:00 PM - 11:00 PM; Fri: 12:00 PM - 11:00 PM; Sat: 12:00 PM - 11:00 PM,800,https://www.marham.pk/doctors/gujranwala/emergency-medicine-specialist/dr-waqas-maan,https://staticconnect.marham.pk/assets/doctors/67538/waqas-maan-emergency-medicine-specialist-gujranwala-69_80X80.webp,https://www.marham.pk/doctors/emergency-medicine-specialist
Gujranwala,Dr. Waqas Maan,Emergency Medicine Specialist,MBBS,4 Yrs,,,,Hospital,Al khidmat hospital,", Civil Lines",Gujranwala,"Al khidmat hospital, , Civil Lines, Gujranwala",Mon: 04:00 PM - 09:00 PM; Tue: 04:00 PM - 09:00 PM; Wed: 04:00 PM - 09:00 PM; Thu: 04:00 PM - 09:00 PM; Fri: 04:00 PM - 09:00 PM; Sat: 04:00 PM - 09:00 PM,800,https://www.marham.pk/doctors/gujranwala/emergency-medicine-specialist/dr-waqas-maan,https://staticconnect.marham.pk/assets/doctors/67538/waqas-maan-emergency-medicine-specialist-gujranwala-69_80X80.webp,https://www.marham.pk/doctors/emergency-medicine-specialist
Karachi,Dr. Abdul Sattar Memon,"Eye Surgeon, Eye Specialist","MBBS, DOMS",32 Yrs,94%,531,"Cataract Surgery, Retinal Surgery, Corneal Transplants, Glaucoma Surgery",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 02:30 PM - 11:55 PM; Tue: 02:30 PM - 11:55 PM; Wed: 02:30 PM - 11:55 PM; Thu: 02:30 PM - 11:55 PM; Fri: 02:30 PM - 11:55 PM; Sat: 02:30 PM - 11:55 PM; Sun: 02:30 PM - 11:55 PM,500,https://www.marham.pk/doctors/karachi/eye-surgeon/dr-abdul-sattar-memon,https://staticconnect.marham.pk/assets/doctors/17598/dr-abdul-sattar-memon-eye-surgeon-karachi-40_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Karachi,Dr. Abdul Sattar Memon,"Eye Surgeon, Eye Specialist","MBBS, DOMS",32 Yrs,94%,531,"Cataract Surgery, Retinal Surgery, Corneal Transplants, Glaucoma Surgery",Hospital,Taj medical complex Room 13,Karachi,Karachi,"Taj medical complex Room 13, Karachi, Karachi",Mon: 05:30 PM - 08:30 PM; Tue: 05:30 PM - 08:30 PM; Wed: 05:30 PM - 08:30 PM; Thu: 05:30 PM - 08:30 PM; Fri: 05:30 PM - 08:30 PM; Sat: 05:30 PM - 08:30 PM,1000,https://www.marham.pk/doctors/karachi/eye-surgeon/dr-abdul-sattar-memon,https://staticconnect.marham.pk/assets/doctors/17598/dr-abdul-sattar-memon-eye-surgeon-karachi-40_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Quetta,Asst. Prof. Dr. Abdul Bari Kakar,"Eye Surgeon, Eye Specialist","MBBS, MCPS, FCPS, MRCS (UK), FRCS (UK)",17 Yrs,94%,"1,709","Cataract Surgery, Retinal Surgery, Corneal Transplants, Glaucoma Surgery, Phaco Eye Surgery",Video Consultation,Video Consultation,Garden Town,Quetta,Video Consultation,Sun: 09:00 PM - 11:59 PM,"1,000",https://www.marham.pk/doctors/quetta/eye-surgeon/asst-prof-dr-abdul-bari-kakar,https://staticconnect.marham.pk/assets/doctors/13559/dr-abdul-bari-kakar-eye-surgeon-quetta-20_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Quetta,Asst. Prof. Dr. Abdul Bari Kakar,"Eye Surgeon, Eye Specialist","MBBS, MCPS, FCPS, MRCS (UK), FRCS (UK)",17 Yrs,94%,"1,709","Cataract Surgery, Retinal Surgery, Corneal Transplants, Glaucoma Surgery, Phaco Eye Surgery",Hospital,City International Hospital,Zarghon Road,Quetta,"City International Hospital, Zarghon Road, Quetta",Mon: 06:30 PM - 09:30 PM; Tue: 06:30 PM - 09:30 PM; Wed: 06:30 PM - 09:30 PM; Thu: 06:30 PM - 09:30 PM; Fri: 06:30 PM - 09:30 PM; Sat: 06:30 PM - 09:30 PM,1000,https://www.marham.pk/doctors/quetta/eye-surgeon/asst-prof-dr-abdul-bari-kakar,https://staticconnect.marham.pk/assets/doctors/13559/dr-abdul-bari-kakar-eye-surgeon-quetta-20_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Islamabad,Dr. Lt Col R Shahzad Saeed,"Eye Surgeon, Eye Specialist","MBBS, MCPS, FCPS (Ophth), FCPS (Vitreo-Retinal Surgery)",28 Yrs,99%,568,"Retinal Surgery, Cataract Surgery, Glaucoma Surgery, Cornea",Video Consultation,Video Consultation,Garden Town,Islamabad,Video Consultation,"Mon: 11:00 AM - 12:30 PM, 10:00 PM - 11:30 PM; Tue: 11:00 AM - 12:30 PM, 10:00 PM - 11:30 PM; Wed: 11:00 AM - 12:30 PM, 10:00 PM - 11:30 PM; Thu: 11:00 AM - 12:30 PM, 10:00 PM - 11:30 PM; Fri: 11:00 AM - 12:30 PM, 10:00 PM - 11:30 PM; Sat: 11:00 AM - 12:30 PM, 10:00 PM - 11:30 PM","3,000",https://www.marham.pk/doctors/islamabad/eye-surgeon/dr-lt-col-r-shahzad-saeed,https://staticconnect.marham.pk/assets/doctors/11990/dr-lt-col-r-shahzad-saeed-eye-surgeon-islamabad-95_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Islamabad,Dr. Lt Col R Shahzad Saeed,"Eye Surgeon, Eye Specialist","MBBS, MCPS, FCPS (Ophth), FCPS (Vitreo-Retinal Surgery)",28 Yrs,99%,568,"Retinal Surgery, Cataract Surgery, Glaucoma Surgery, Cornea",Hospital,"Islamabad Eye Center,",G-6,Islamabad,"Islamabad Eye Center,, G-6, Islamabad",Mon: 03:00 PM - 07:30 PM; Tue: 03:00 PM - 07:30 PM; Wed: 03:00 PM - 07:30 PM; Thu: 03:00 PM - 07:30 PM; Fri: 03:00 PM - 07:30 PM; Sat: 03:00 PM - 07:30 PM,2000,https://www.marham.pk/doctors/islamabad/eye-surgeon/dr-lt-col-r-shahzad-saeed,https://staticconnect.marham.pk/assets/doctors/11990/dr-lt-col-r-shahzad-saeed-eye-surgeon-islamabad-95_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Lahore,Prof. Dr. Huma Kayani,"Eye Surgeon, Eye Specialist","MBBS, FCPS, FRCS (UK), VR Fellowship (USA), CAAAM",25 Yrs,96%,"1,115","Vitreoretinal Surgery, Cataract Surgery, Glaucoma Surgery, Prk Laser For Glasses Removal, Refractive Laser Surgery",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,"Mon: 02:00 PM - 03:00 PM; Wed: 02:00 PM - 03:00 PM; Thu: 02:00 PM - 03:00 PM; Sun: 10:00 AM - 12:00 PM, 06:00 PM - 07:30 PM","4,500",https://www.marham.pk/doctors/lahore/eye-surgeon/prof-dr-huma-kayani,https://staticconnect.marham.pk/assets/doctors/7727/prof-dr-huma-kayani-eye-surgeon-lahore_80X80.webp,https://www.marham.pk/doctors/eye-specialist
